title,published_date,link
#106 Invent your own computer games with Python,"Fri, 07 Apr 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/106/invent-your-own-computer-games-with-python
#105 A Pythonic Database Tour,"Mon, 27 Mar 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/105/a-pythonic-database-tour
#104 Game Theory in Python,"Thu, 23 Mar 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/104/game-theory-in-python
#103 Compiling Python through PyLLVM and MongoDB for Data Scientists,"Thu, 16 Mar 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/103/compiling-python-through-pyllvm-and-mongodb-for-data-scientists
#102 Effective Code Reviews,"Wed, 08 Mar 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/102/effective-code-reviews
#101 Adding a full featured Python environment to  Visual Studio Code,"Fri, 03 Mar 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/101/adding-a-full-featured-python-environment-to-visual-studio-code
"#100 Python past, present, and future with Guido van Rossum","Wed, 22 Feb 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/100/python-past-present-and-future-with-guido-van-rossum
#99 Morepath: Super Powered Python Web Framework,"Wed, 15 Feb 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/99/morepath-super-powered-python-web-framework
#98 Adding concurrency to Django with Django Channels,"Wed, 08 Feb 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/98/adding-concurrency-to-django-with-django-channels
"#97 Flask, Django style with Flask-Diamond","Thu, 02 Feb 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/97/flask-django-style-with-flask-diamond
#96 Exploring Awesome Python,"Wed, 25 Jan 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/96/exploring-awesome-python
#95 Grumpy: Running Python on Go,"Wed, 18 Jan 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/95/grumpy-running-python-on-go
#94 Guarenteed packages via Conda and Conda-Forge,"Wed, 11 Jan 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/94/guarenteed-packages-via-conda-and-conda-forge
#93 Spreading Python through the sciences with Software Carpentry,"Tue, 03 Jan 2017 00:00:00 -0800",https://talkpython.fm/episodes/show/93/spreading-python-through-the-sciences-with-software-carpentry
"#92 Bonus: Python Bytes Crossover: Python 3.6 is going to be awesome, Kite: your friendly co-developing AI","Thu, 29 Dec 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/92/bonus-python-bytes-crossover-python-3.6-is-going-to-be-awesome-kite-your-friendly-co-developing-ai
#91 Top 10 Data Science Stories of 2016,"Tue, 27 Dec 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/91/top-10-data-science-stories-of-2016
#90 Data Wrangling with Python,"Wed, 21 Dec 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/90/data-wrangling-with-python
#89 A conversation with the Chief Data Scientist of the United States,"Thu, 15 Dec 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/89/a-conversation-with-the-chief-data-scientist-of-the-united-states
#88 Lightweight Django,"Tue, 06 Dec 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/88/lightweight-django
#87 PonyORM: The most Pythonic ORM yet?,"Tue, 29 Nov 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/87/ponyorm-the-most-pythonic-orm-yet
#86 Python at StackOverflow,"Thu, 24 Nov 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/86/python-at-stackoverflow
#85 Parsing horrible things with Python,"Thu, 17 Nov 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/85/parsing-horrible-things-with-python
#84 Are we failing to fund Python's core infrastructure?,"Tue, 08 Nov 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/84/are-we-failing-to-fund-pythons-core-infrastructure
#83 Python Videos on Demand at PyVideo,"Wed, 02 Nov 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/83/python-videos-on-demand-at-pyvideo
#82 Grokking Algorithms in Python,"Thu, 27 Oct 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/82/grokking-algorithms-in-python
#81 Python and Machine Learning in Astronomy,"Fri, 21 Oct 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/81/python-and-machine-learning-in-astronomy
#80 TinyDB: A tiny document db written in Python,"Sun, 16 Oct 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/80/tinydb-a-tiny-document-db-written-in-python
#79 Beeware Python Tools,"Fri, 07 Oct 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/79/beeware-python-tools
#78 How I built an entire game and toolchain 100% in Python,"Wed, 28 Sep 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/78/how-i-built-an-entire-game-and-toolchain-100-in-python
#77 20 Python Libraries You Aren't Using (But Should),"Fri, 23 Sep 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/77/20-python-libraries-you-arent-using-but-should
#76 Renewable Python,"Thu, 15 Sep 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/76/renewable-python
#75 Pythonic games at CheckIO,"Fri, 09 Sep 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/75/pythonic-games-at-checkio
"#74 Past, Present, and Future of IronPython","Fri, 02 Sep 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/74/past-present-and-future-of-ironpython
#73 Machine learning at the new Microsoft,"Fri, 26 Aug 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/73/machine-learning-at-the-new-microsoft
#72 Fashion-driven open source software at Zalando,"Fri, 19 Aug 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/72/fashion-driven-open-source-software-at-zalando
#71 Soft Skills: The software developer's life manual ,"Thu, 11 Aug 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/71/soft-skills-the-software-developers-life-manual
#70 Pythonic cover songs at Loudr,"Fri, 05 Aug 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/70/pythonic-cover-songs-at-loudr
#69 Write an Excellent Programming Blog,"Tue, 26 Jul 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/69/write-an-excellent-programming-blog
#68 Crossing the streams with Podcast.__init__,"Wed, 20 Jul 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/68/crossing-the-streams-with-podcast.-init
#67 Property-based Testing with Hypothesis,"Wed, 13 Jul 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/67/property-based-testing-with-hypothesis
"#66 Faster Python Programs: Measure, Don't Guess","Thu, 07 Jul 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/66/faster-python-programs-measure-dont-guess
#65 Jump on the real-time web with RethinkDB,"Wed, 29 Jun 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/65/jump-on-the-real-time-web-with-rethinkdb
#64 Inside the Python Package Index,"Fri, 24 Jun 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/64/inside-the-python-package-index
#63 Validating Python tests with mutation testing,"Thu, 16 Jun 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/63/validating-python-tests-with-mutation-testing
#62 San Diego Technology Immersion Group Learns Python,"Tue, 07 Jun 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/62/san-diego-technology-immersion-group-learns-python
"#61 Free software, free people","Mon, 30 May 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/61/free-software-free-people
#60 Scaling Python to 1000's of cores with Ufora,"Tue, 24 May 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/60/scaling-python-to-1000s-of-cores-with-ufora
#59 SageMath - Open source is ready to compete in the classroom,"Wed, 18 May 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/59/sagemath-open-source-is-ready-to-compete-in-the-classroom
"#58 Create better Python programs with concurrency, libraries, and patterns","Tue, 10 May 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/58/create-better-python-programs-with-concurrency-libraries-and-patterns
#57 Python performance from the inside-out at Intel,"Thu, 05 May 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/57/python-performance-from-the-inside-out-at-intel
#56 Data Science from Scratch,"Wed, 27 Apr 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/56/data-science-from-scratch
#55 How our engineering environments are killing diversity (and how we can fix it),"Thu, 21 Apr 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/55/how-our-engineering-environments-are-killing-diversity-and-how-we-can-fix-it
#54 Enterprise Software with Python,"Thu, 14 Apr 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/54/enterprise-software-with-python
#53 Python in Visual Studio,"Wed, 06 Apr 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/53/python-in-visual-studio
#52 EVE Online: MMO game powered by Python,"Sun, 27 Mar 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/52/eve-online-mmo-game-powered-by-python
#51 SigOpt: Optimizing Everything with Python,"Mon, 21 Mar 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/51/sigopt-optimizing-everything-with-python
#50 Web scraping at scale with Scrapy and ScrapingHub,"Tue, 15 Mar 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/50/web-scraping-at-scale-with-scrapy-and-scrapinghub
#49 Microsoft's JIT-based Python Project: Pyjion,"Tue, 08 Mar 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/49/microsofts-jit-based-python-project-pyjion
#48 Building Flask-based Web Apps,"Tue, 01 Mar 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/48/building-flask-based-web-apps
#47 Python in Typeface and Font Development,"Tue, 23 Feb 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/47/python-in-typeface-and-font-development
#46 Python in Movies and Entertainment,"Tue, 16 Feb 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/46/python-in-movies-and-entertainment
"#45 The Python Testing Column, Now a Thing","Tue, 09 Feb 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/45/the-python-testing-column-now-a-thing
#44 Project Jupyter and IPython,"Tue, 02 Feb 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/44/project-jupyter-and-ipython
#43 Monitoring high performance Python apps at Opbeat,"Tue, 26 Jan 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/43/monitoring-high-performance-python-apps-at-opbeat
#42 Python in Startups and Investing,"Tue, 19 Jan 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/42/python-in-startups-and-investing
#41 Getting your first dev job as a Python developer (part 2),"Tue, 12 Jan 2016 00:00:00 -0800",https://talkpython.fm/episodes/show/41/getting-your-first-dev-job-as-a-python-developer-part-2
#40 Top 10 Data Science Stories from 2015,"Tue, 29 Dec 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/40/top-10-data-science-stories-from-2015
#39 Getting your first dev job as a Python developer (part 1),"Tue, 22 Dec 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/39/getting-your-first-dev-job-as-a-python-developer-part-1
#38 Continuous Integration and Delivery at Codeship,"Tue, 15 Dec 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/38/continuous-integration-and-delivery-at-codeship
#37 Python Cybersecurity and Penetration Testing,"Tue, 08 Dec 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/37/python-cybersecurity-and-penetration-testing
#36 Python IDEs with the PyCharm team,"Tue, 01 Dec 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/36/python-ides-with-the-pycharm-team
#35 Turbogears and the future of Python web frameworks,"Tue, 24 Nov 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/35/turbogears-and-the-future-of-python-web-frameworks
#34 Continuum: Scientific Python and The Business of Open Source,"Tue, 17 Nov 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/34/continuum-scientific-python-and-the-business-of-open-source
#33 OpenStack: Cloud computing built on Python,"Tue, 10 Nov 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/33/openstack-cloud-computing-built-on-python
#32 PyPy.js - PyPy Python in Your Browser,"Tue, 03 Nov 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/32/pypy.js-pypy-python-in-your-browser
#31 Machine Learning with Python and scikit-learn,"Tue, 27 Oct 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/31/machine-learning-with-python-and-scikit-learn
#30 Python Community and Python at Dropbox,"Tue, 20 Oct 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/30/python-community-and-python-at-dropbox
#29 Python at the Large Hadron Collider and CERN,"Tue, 13 Oct 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/29/python-at-the-large-hadron-collider-and-cern
#28 Making Python Fast: Profiling Python Code,"Tue, 06 Oct 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/28/making-python-fast-profiling-python-code
#27 Four Years of Python for High Schoolers,"Tue, 29 Sep 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/27/four-years-of-python-for-high-schoolers
#26 Deploying Python Web Applications (Updated),"Tue, 22 Sep 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/26/deploying-python-web-applications-updated
#25 Effective Python,"Tue, 15 Sep 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/25/effective-python
#24 Fluent Python,"Tue, 08 Sep 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/24/fluent-python
#23 3D Printing with Python at Authentise,"Tue, 01 Sep 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/23/3d-printing-with-python-at-authentise
#22 CPython Internals and Learning Python with pythontutor.com,"Tue, 25 Aug 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/22/cpython-internals-and-learning-python-with-pythontutor.com
#21 PyPy - The JIT Compiled Python Implementation,"Tue, 18 Aug 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/21/pypy-the-jit-compiled-python-implementation
#20 Interactive Python and Teaching Python: Beyond Text Books,"Tue, 11 Aug 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/20/interactive-python-and-teaching-python-beyond-text-books
#19 Automate the Boring Stuff with Python,"Tue, 04 Aug 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/19/automate-the-boring-stuff-with-python
#18 Python Anti-patterns and other mistakes,"Tue, 28 Jul 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/18/python-anti-patterns-and-other-mistakes
#17 Python on bare metal with MicroPython,"Tue, 21 Jul 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/17/python-on-bare-metal-with-micropython
#16 Python at Netflix,"Tue, 14 Jul 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/16/python-at-netflix
"#15 Python at Spotify, PSF, and PyLadies","Tue, 07 Jul 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/15/python-at-spotify-psf-and-pyladies
#14 Moving from PHP to Python 3 with Patreon,"Tue, 30 Jun 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/14/moving-from-php-to-python-3-with-patreon
"#13 Flask web framework and much, much more","Tue, 23 Jun 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/13/flask-web-framework-and-much-much-more
#12 Deep Dive into Modules and Packages,"Tue, 16 Jun 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/12/deep-dive-into-modules-and-packages
#11 PyImageSearch and Computer Vision,"Tue, 09 Jun 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/11/pyimagesearch-and-computer-vision
#10 Bringing Python to the Masses with Hosting and DevOps at PythonAnywhere,"Tue, 02 Jun 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/10/bringing-python-to-the-masses-with-hosting-and-devops-at-pythonanywhere
#9 Docker for the Python Developer,"Tue, 26 May 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/9/docker-for-the-python-developer
#8 Teaching Python at Grok Learning and Classrooms,"Tue, 19 May 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/8/teaching-python-at-grok-learning-and-classrooms
#7 Robot Operating System (ROS) and ROSPy,"Tue, 12 May 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/7/robot-operating-system-ros-and-rospy
"#6 Requests, PyCon, and Python's future","Tue, 05 May 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/6/requests-pycon-and-pythons-future
#5 SQLAlchemy and data access in Python,"Tue, 28 Apr 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/5/sqlalchemy-and-data-access-in-python
#4 Enterprise Python and Large-Scale Projects,"Thu, 23 Apr 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/4/enterprise-python-and-large-scale-projects
#3 Pyramid Web Framework,"Thu, 16 Apr 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/3/pyramid-web-framework
#2 Python and MongoDB,"Tue, 07 Apr 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/2/python-and-mongodb
#1 EVE - RESTful APIs for humans,"Tue, 31 Mar 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/1/eve-restful-apis-for-humans
#0 Introducing the show!,"Sat, 21 Mar 2015 00:00:00 -0800",https://talkpython.fm/episodes/show/0/introducing-the-show
